"TestCaseID","Module","Screen","Route","TaskID","Title","Type","Priority","Precondition","Steps","TestData","ExpectedResult"
"TC-048-03","Teacher","Tin nhắn","/messages","048","Gửi tin nhắn văn bản thành công","Functional","High","Đang mở một hội thoại","1. Nhập nội dung vào MessageInput | 2. Click nút gửi (➤)","POST `/api/teacher/messages/conversations/1/send` content=""Chào anh/chị"" trả 201","Tin nhắn hiển thị ngay trong ChatWindow (bubble căn phải, màu xanh), messageStore.appendMessage được gọi, tự động scroll xuống cuối"
"TC-048-04","Teacher","Tin nhắn","/messages","048","Chuyển tab ""Chưa đọc"" chỉ hiện hội thoại có tin chưa đọc","Functional","High","Có hội thoại với unread_count > 0 và = 0","1. Click tab ""Chưa đọc""","GET `/conversations?tab=unread`","Chỉ hiển thị các hội thoại có unread_count > 0"
"TC-048-05","Teacher","Tin nhắn","/messages","048","Chuyển tab ""Đang trả lời""","Functional","Medium","—","1. Click tab ""Đang trả lời""","GET `/conversations?tab=pending`","Danh sách hội thoại cập nhật theo tab pending, tab được active đúng"
"TC-048-06","Teacher","Tin nhắn","/messages","048","Tìm kiếm hội thoại theo tên/nội dung","Functional","Medium","Có nhiều hội thoại","1. Nhập từ khóa vào ô tìm kiếm ""🔍 Tìm...""","GET `/conversations?search=Minh Anh`","Danh sách hội thoại lọc theo tên người liên hệ hoặc nội dung khớp từ khóa"
"TC-048-07","Teacher","Tin nhắn","/messages","048","Tìm kiếm hội thoại không có kết quả","Edge-Case","Medium","Có nhiều hội thoại","1. Nhập từ khóa không tồn tại","GET `/conversations?search=zzz123`","Hiển thị empty state ""Không tìm thấy hội thoại phù hợp"""
"TC-048-08","Teacher","Tin nhắn","/messages","048","Đính kèm file và gửi thành công","Functional","High","Đang mở một hội thoại","1. Click nút đính kèm (📎) | 2. Chọn file BaiTap.pdf | 3. Click gửi","POST `/conversations/1/send` multipart content + attachments[]=BaiTap.pdf trả 201","File được upload và gửi thành công, hiển thị trong bubble tin nhắn kèm biểu tượng file"
"TC-048-09","Teacher","Tin nhắn","/messages","048","Badge số tin chưa đọc cập nhật khi nhận tin mới","Functional","High","Đang ở danh sách hội thoại, không mở hội thoại đó","1. Nhận sự kiện `new_message` từ WebSocket cho hội thoại chưa mở","WS event new_message {conversation_id, message}","Badge unread_count của hội thoại tương ứng tăng lên, preview tin nhắn cuối cập nhật"
"TC-048-10","Teacher","Tin nhắn","/messages","048","Nhận tin nhắn mới realtime khi đang mở đúng hội thoại","Functional","High","Đang mở hội thoại 1","1. Nhận sự kiện `new_message` cho conversation_id=1","WS event new_message","Tin nhắn mới tự động xuất hiện trong ChatWindow, auto-scroll xuống cuối, không cần reload"
"TC-048-11","Teacher","Tin nhắn","/messages","048","Đánh dấu đã đọc (read receipt) qua WebSocket","Functional","Medium","Đang mở hội thoại có tin chưa đọc","1. Mở hội thoại có unread_count > 0","WS event read_receipt {conversation_id, message_id}","Badge unread của hội thoại được xóa/giảm về 0"
"TC-048-12","Teacher","Tin nhắn","/messages","048","Cập nhật trạng thái online của người liên hệ","Functional","Medium","Đang mở hoặc xem danh sách hội thoại","1. Nhận sự kiện `online_status`","WS event online_status {user_id, is_online:true}","Chấm xanh trạng thái online của người liên hệ cập nhật realtime trong InboxSidebar và ChatWindow header"
"TC-048-13","Teacher","Tin nhắn","/messages","048","Fallback long-polling khi WebSocket không khả dụng","Functional","Medium","WebSocket kết nối thất bại","1. Giả lập kết nối WS lỗi/không khả dụng | 2. Chờ 5 giây","Long-polling mỗi 5s theo đặc tả","Hệ thống tự động chuyển sang cơ chế long-polling để cập nhật tin nhắn mới"
"TC-048-14","Teacher","Tin nhắn","/messages","048","Tải tài liệu đính kèm trong ContactInfoPanel","Functional","Medium","Hội thoại có tài liệu đính kèm","1. Click nút download trên 1 file trong danh sách ""Tài liệu đính kèm""","GET `/conversations/1/attachments` trả danh sách file","Tải file thành công về máy"
"TC-048-15","Teacher","Tin nhắn","/messages","048","Danh sách tài liệu đính kèm rỗng","Edge-Case","Low","Hội thoại chưa có file nào được chia sẻ","1. Mở hội thoại chưa từng gửi file","GET `/attachments` trả `{attachments: []}`","ContactInfoPanel hiển thị empty state cho khu vực ""Tài liệu đính kèm"""
"TC-048-16","Teacher","Tin nhắn","/messages","048","Gửi tin nhắn thất bại do lỗi server","Error-Handling","High","Đang mở một hội thoại","1. Nhập nội dung và gửi trong lúc API `/send` trả lỗi 500","POST trả 500","Hiển thị trạng thái lỗi cho tin nhắn (ví dụ đánh dấu gửi thất bại), tin nhắn không được thêm như đã gửi thành công"
"TC-048-17","Teacher","Tin nhắn","/messages","048","Lỗi tải danh sách hội thoại (server lỗi)","Error-Handling","High","Đã đăng nhập","1. Truy cập `/messages` trong lúc API `/conversations` trả lỗi 500","GET trả 500","Hiển thị thông báo lỗi tải dữ liệu, không crash trang"
"TC-048-18","Teacher","Tin nhắn","/messages","048","Chưa đăng nhập truy cập trang Tin nhắn","Permission","High","Chưa đăng nhập / token hết hạn","1. Truy cập `/messages` khi chưa đăng nhập","—","Hệ thống điều hướng (redirect) về trang đăng nhập"
"TC-048-19","Teacher","Tin nhắn","/messages","048","Timestamp tin nhắn hiển thị theo nhóm ngày","UI-Validation","Low","Hội thoại có tin nhắn trải dài nhiều ngày","1. Cuộn qua các tin nhắn thuộc nhiều ngày khác nhau","messages nhiều ngày","Timestamp được nhóm và hiển thị phân tách theo ngày trong MessageList"
"TC-049-01","Teacher","Hồ sơ cá nhân","/profile","049","Load trang Hồ sơ cá nhân thành công","Functional","High","Đã đăng nhập","1. Truy cập `/profile` | 2. Chờ trang tải xong","GET `/api/teacher/profile` trả 200","Hiển thị đủ AccountInfoCard (avatar, tên ""Cô Ngọc"", trạng thái Online, email, ngày sinh, giới tính, địa chỉ, SĐT), TeacherProfileTable, WorkScheduleCalendar, AcademicProfile, AccountSidebar, TeachScheduleCalendar"
"TC-049-02","Teacher","Hồ sơ cá nhân","/profile","049","Click ""Chỉnh sửa thông tin"" chuyển sang edit mode","Functional","High","Đã load trang","1. Click nút ""Chỉnh sửa thông tin""","—","Hiển thị ProfileEditForm với các trường avatar, full_name, dob, gender, address, phone, profileStore.setEditMode(true)"
"TC-049-03","Teacher","Hồ sơ cá nhân","/profile","049","Lưu thông tin hợp lệ thành công","Functional","High","Đang ở edit mode","1. Nhập đầy đủ thông tin hợp lệ: full_name=""Cô Ngọc"", dob=""1990-03-15"", gender=""female"", address=""TP. Hồ Chí Minh"", phone=""0901234567"" | 2. Click Lưu","PUT `/api/teacher/profile` trả 200 `{success:true, message:""Cập nhật thành công""}`","Hiển thị toast ""Cập nhật thành công"", thoát edit mode, thông tin trên AccountInfoCard cập nhật đúng"
"TC-049-04","Teacher","Hồ sơ cá nhân","/profile","049","Bỏ trống họ tên khi lưu","UI-Validation","High","Đang ở edit mode","1. Xóa trống trường ""Họ tên"" | 2. Click Lưu","full_name = """"","Hiển thị lỗi validation ""Vui lòng nhập họ tên"", không gọi API PUT"
"TC-049-05","Teacher","Hồ sơ cá nhân","/profile","049","Nhập họ tên chỉ 1 ký tự","UI-Validation","High","Đang ở edit mode","1. Nhập full_name = ""A"" | 2. Click Lưu","full_name = ""A"" (< 2 ký tự)","Hiển thị lỗi validation ""Vui lòng nhập họ tên"" (không thỏa min 2 ký tự), không gọi API PUT"
"TC-049-06","Teacher","Hồ sơ cá nhân","/profile","049","Nhập số điện thoại không hợp lệ","UI-Validation","High","Đang ở edit mode","1. Nhập phone = ""12345"" | 2. Click Lưu","phone = ""12345""","Hiển thị lỗi validation ""Số điện thoại không hợp lệ"", không gọi API PUT"
"TC-049-07","Teacher","Hồ sơ cá nhân","/profile","049","Nhập số điện thoại hợp lệ","Functional","Medium","Đang ở edit mode","1. Nhập phone = ""0901234567"" | 2. Click Lưu","phone = ""0901234567""","Không có lỗi validation, gọi API PUT thành công"
"TC-049-08","Teacher","Hồ sơ cá nhân","/profile","049","Upload avatar hợp lệ","Functional","High","Đang ở AccountInfoCard hoặc edit mode","1. Click chọn ảnh đại diện | 2. Chọn file avatar.png dung lượng 2MB","POST `/api/teacher/profile/avatar` multipart avatar=avatar.png trả 200 `{avatar_url:""https://...""}`","Preview ảnh mới hiển thị ngay lập tức, avatar được lưu, profileStore.setUploading(false)"
"TC-049-09","Teacher","Hồ sơ cá nhân","/profile","049","Upload avatar vượt quá 5MB","UI-Validation","High","Đang thao tác upload avatar","1. Chọn file avatar 8MB","avatar file size = 8MB","Hiển thị lỗi ""Ảnh quá lớn hoặc định dạng không hỗ trợ"", không gọi API upload"
"TC-049-10","Teacher","Hồ sơ cá nhân","/profile","049","Upload avatar sai định dạng","UI-Validation","High","Đang thao tác upload avatar","1. Chọn file avatar.gif hoặc avatar.bmp","avatar file type không phải jpg/png","Hiển thị lỗi ""Ảnh quá lớn hoặc định dạng không hỗ trợ"", không gọi API upload"
"TC-049-11","Teacher","Hồ sơ cá nhân","/profile","049","Upload file học thuật hợp lệ","Functional","High","Đang ở khu vực AcademicProfile","1. Click nút Upload | 2. Chọn file CV.pdf 3MB, label=""CV""","POST `/api/teacher/profile/academic-files` multipart file=CV.pdf&label=CV trả 201 `{id:5, name:""CV.pdf"", url:""https://...""}`","File mới hiển thị trong danh sách hồ sơ học thuật"
"TC-049-12","Teacher","Hồ sơ cá nhân","/profile","049","Upload file học thuật vượt quá 10MB","UI-Validation","High","Đang ở khu vực AcademicProfile","1. Chọn file 15MB","academic file size = 15MB","Hiển thị lỗi ""File không hỗ trợ hoặc quá lớn"", không gọi API upload"
"TC-049-13","Teacher","Hồ sơ cá nhân","/profile","049","Upload file học thuật sai định dạng","UI-Validation","High","Đang ở khu vực AcademicProfile","1. Chọn file .exe hoặc .zip","academic file type không phải pdf/doc/jpg","Hiển thị lỗi ""File không hỗ trợ hoặc quá lớn"", không gọi API upload"
"TC-049-14","Teacher","Hồ sơ cá nhân","/profile","049","Click ""Đổi mật khẩu""","Functional","Medium","Đã load trang","1. Click link ""Đổi mật khẩu"" trong AccountSidebar","—","Điều hướng sang màn hình đổi mật khẩu"
"TC-049-15","Teacher","Hồ sơ cá nhân","/profile","049","Click ""Cập nhật email""","Functional","Medium","Đã load trang","1. Click link ""Cập nhật email"" trong AccountSidebar","—","Điều hướng sang màn hình cập nhật email"
"TC-049-16","Teacher","Hồ sơ cá nhân","/profile","049","Click ""Xác thực 2 lớp (2FA)""","Functional","Medium","Đã load trang","1. Click link ""Xác thực 2 lớp"" trong AccountSidebar","—","Điều hướng sang màn hình cài đặt xác thực 2 lớp"
"TC-049-17","Teacher","Hồ sơ cá nhân","/profile","049","Click ""Đăng xuất""","Functional","High","Đã load trang","1. Click link ""Đăng xuất"" trong AccountSidebar | 2. Xác nhận trong hộp thoại confirm","—","Hiển thị hộp thoại xác nhận, sau khi xác nhận thì đăng xuất và điều hướng về trang đăng nhập"
"TC-049-18","Teacher","Hồ sơ cá nhân","/profile","049","Lịch dạy học (TeachScheduleCalendar) hiển thị đúng ngày có lịch","Functional","Medium","GV có lịch dạy trong tháng","1. Quan sát mini calendar ""Lịch dạy học""","GET `/api/teacher/profile/schedule?month=2025-05` trả `{schedule:[{date:""2025-05-20"", sessions:[""08:00-09:30"",""14:00-15:30""]}]}`","Ngày 20/05/2025 được đánh dấu có lịch dạy trên calendar"
"TC-049-19","Teacher","Hồ sơ cá nhân","/profile","049","Click vào ngày có lịch dạy xem chi tiết buổi dạy","Functional","Medium","Calendar có ngày được đánh dấu","1. Click vào ngày 20/05/2025 trên TeachScheduleCalendar","date = ""2025-05-20""","Hiển thị danh sách buổi dạy trong ngày đó (08:00-09:30, 14:00-15:30)"
"TC-049-20","Teacher","Hồ sơ cá nhân","/profile","049","Lỗi khi lưu cập nhật hồ sơ (server lỗi)","Error-Handling","High","Đang ở edit mode, dữ liệu hợp lệ","1. Nhập thông tin hợp lệ | 2. Click Lưu trong lúc API PUT trả lỗi 500","PUT trả 500","Hiển thị thông báo lỗi, vẫn ở edit mode, dữ liệu chưa được cập nhật trên AccountInfoCard"
"TC-049-21","Teacher","Hồ sơ cá nhân","/profile","049","Lỗi tải dữ liệu hồ sơ cá nhân (server lỗi)","Error-Handling","High","Đã đăng nhập","1. Truy cập `/profile` trong lúc API GET `/profile` trả lỗi 500","GET trả 500","Hiển thị thông báo lỗi tải dữ liệu, không crash trang"
"TC-049-22","Teacher","Hồ sơ cá nhân","/profile","049","Chưa đăng nhập truy cập trang Hồ sơ cá nhân","Permission","High","Chưa đăng nhập / token hết hạn","1. Truy cập `/profile` khi chưa đăng nhập","—","Hệ thống điều hướng (redirect) về trang đăng nhập"
"TC-060-01","Teacher","Đăng ký","/auth/register","060","Đăng ký thành công với đầy đủ 3 bước","Functional","High","Chưa đăng nhập, truy cập /auth/register","1. Điền đầy đủ và hợp lệ Bước 1 | 2. Nhấn Tiếp tục | 3. Điền Bước 2 | 4. Nhấn Tiếp tục | 5. Điền Bước 3 | 6. Nhấn Hoàn tất","name=Nguyễn Văn A, email=teacher@example.com, phone=0901234567, dob=1990-01-15, password=password123","Gọi API Device Init rồi POST /api/auth/register trả 201; hiển thị toast ""Đăng ký thành công""; redirect về /auth/login"
"TC-060-02","Teacher","Đăng ký","/auth/register","060","Đã đăng nhập truy cập /auth/register","Permission","High","Đã đăng nhập","1. Truy cập URL /auth/register khi đang có session hợp lệ","N/A","Redirect tự động về /dashboard, không hiển thị form đăng ký"
"TC-060-03","Teacher","Đăng ký","/auth/register","060","Nhấn Tiếp tục khi Bước 1 để trống toàn bộ","UI-Validation","High","Ở Bước 1, chưa nhập gì","1. Không nhập field nào | 2. Nhấn Tiếp tục","Tất cả field rỗng","Hiển thị lỗi từng field: ""Vui lòng nhập họ và tên"", ""Vui lòng chọn giới tính"", ""Vui lòng nhập email"", ""Vui lòng nhập số điện thoại"", ""Vui lòng chọn ngày sinh"", ""Mật khẩu không được để trống""; không chuyển bước"
